id,title,description,incident_type,severity,status,date,created_at,reported_by
840,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-04-20,2026-04-20 00:00:00,admin
841,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-04-21,2026-04-21 00:00:00,analyst1
842,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-04-22,2026-04-22 00:00:00,analyst2
843,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-04-23,2026-04-23 00:00:00,soc_user
844,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-04-24,2026-04-24 00:00:00,admin
845,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-04-25,2026-04-25 00:00:00,analyst1
846,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-04-26,2026-04-26 00:00:00,analyst2
847,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-04-27,2026-04-27 00:00:00,soc_user
848,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-04-28,2026-04-28 00:00:00,admin
849,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-04-29,2026-04-29 00:00:00,analyst1
850,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-04-30,2026-04-30 00:00:00,analyst2
851,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-05-01,2026-05-01 00:00:00,soc_user
852,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-05-02,2026-05-02 00:00:00,admin
853,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-05-03,2026-05-03 00:00:00,analyst1
854,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-05-04,2026-05-04 00:00:00,analyst2
855,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-05-05,2026-05-05 00:00:00,soc_user
856,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-05-06,2026-05-06 00:00:00,admin
857,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-05-07,2026-05-07 00:00:00,analyst1
858,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-05-08,2026-05-08 00:00:00,analyst2
859,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-05-09,2026-05-09 00:00:00,soc_user
860,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-05-10,2026-05-10 00:00:00,admin
861,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-05-11,2026-05-11 00:00:00,analyst1
862,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-05-12,2026-05-12 00:00:00,analyst2
863,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-05-13,2026-05-13 00:00:00,soc_user
864,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-05-14,2026-05-14 00:00:00,admin
865,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-05-15,2026-05-15 00:00:00,analyst1
866,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-05-16,2026-05-16 00:00:00,analyst2
867,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-05-17,2026-05-17 00:00:00,soc_user
868,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-05-18,2026-05-18 00:00:00,admin
869,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-05-19,2026-05-19 00:00:00,analyst1
870,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-05-20,2026-05-20 00:00:00,analyst2
871,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-05-21,2026-05-21 00:00:00,soc_user
872,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-05-22,2026-05-22 00:00:00,admin
873,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-05-23,2026-05-23 00:00:00,analyst1
874,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-05-24,2026-05-24 00:00:00,analyst2
875,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-05-25,2026-05-25 00:00:00,soc_user
876,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-05-26,2026-05-26 00:00:00,admin
877,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-05-27,2026-05-27 00:00:00,analyst1
878,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-05-28,2026-05-28 00:00:00,analyst2
879,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-05-29,2026-05-29 00:00:00,soc_user
880,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-05-30,2026-05-30 00:00:00,admin
881,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-05-31,2026-05-31 00:00:00,analyst1
882,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-06-01,2026-06-01 00:00:00,analyst2
883,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-06-02,2026-06-02 00:00:00,soc_user
884,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-06-03,2026-06-03 00:00:00,admin
885,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-06-04,2026-06-04 00:00:00,analyst1
886,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-06-05,2026-06-05 00:00:00,analyst2
887,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-06-06,2026-06-06 00:00:00,soc_user
888,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-06-07,2026-06-07 00:00:00,admin
889,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-06-08,2026-06-08 00:00:00,analyst1
890,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-06-09,2026-06-09 00:00:00,analyst2
891,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-06-10,2026-06-10 00:00:00,soc_user
892,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-06-11,2026-06-11 00:00:00,admin
893,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-06-12,2026-06-12 00:00:00,analyst1
894,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-06-13,2026-06-13 00:00:00,analyst2
895,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-06-14,2026-06-14 00:00:00,soc_user
896,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-06-15,2026-06-15 00:00:00,admin
897,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-06-16,2026-06-16 00:00:00,analyst1
898,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-06-17,2026-06-17 00:00:00,analyst2
899,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-06-18,2026-06-18 00:00:00,soc_user
900,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-06-19,2026-06-19 00:00:00,admin
901,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-06-20,2026-06-20 00:00:00,analyst1
902,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-06-21,2026-06-21 00:00:00,analyst2
903,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-06-22,2026-06-22 00:00:00,soc_user
904,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-06-23,2026-06-23 00:00:00,admin
905,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-06-24,2026-06-24 00:00:00,analyst1
906,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-06-25,2026-06-25 00:00:00,analyst2
907,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-06-26,2026-06-26 00:00:00,soc_user
908,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-06-27,2026-06-27 00:00:00,admin
909,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-06-28,2026-06-28 00:00:00,analyst1
910,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-06-29,2026-06-29 00:00:00,analyst2
911,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-06-30,2026-06-30 00:00:00,soc_user
912,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-07-01,2026-07-01 00:00:00,admin
913,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-07-02,2026-07-02 00:00:00,analyst1
914,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-07-03,2026-07-03 00:00:00,analyst2
915,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-07-04,2026-07-04 00:00:00,soc_user
916,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-07-05,2026-07-05 00:00:00,admin
917,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-07-06,2026-07-06 00:00:00,analyst1
918,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-07-07,2026-07-07 00:00:00,analyst2
919,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-07-08,2026-07-08 00:00:00,soc_user
920,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-07-09,2026-07-09 00:00:00,admin
921,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-07-10,2026-07-10 00:00:00,analyst1
922,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-07-11,2026-07-11 00:00:00,analyst2
923,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-07-12,2026-07-12 00:00:00,soc_user
924,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-07-13,2026-07-13 00:00:00,admin
925,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-07-14,2026-07-14 00:00:00,analyst1
926,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-07-15,2026-07-15 00:00:00,analyst2
927,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-07-16,2026-07-16 00:00:00,soc_user
928,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-07-17,2026-07-17 00:00:00,admin
929,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-07-18,2026-07-18 00:00:00,analyst1
930,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-07-19,2026-07-19 00:00:00,analyst2
931,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-07-20,2026-07-20 00:00:00,soc_user
932,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-07-21,2026-07-21 00:00:00,admin
933,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-07-22,2026-07-22 00:00:00,analyst1
934,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-07-23,2026-07-23 00:00:00,analyst2
935,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-07-24,2026-07-24 00:00:00,soc_user
936,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-07-25,2026-07-25 00:00:00,admin
937,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-07-26,2026-07-26 00:00:00,analyst1
938,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-07-27,2026-07-27 00:00:00,analyst2
939,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-07-28,2026-07-28 00:00:00,soc_user
940,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-07-29,2026-07-29 00:00:00,admin
941,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-07-30,2026-07-30 00:00:00,analyst1
942,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-07-31,2026-07-31 00:00:00,analyst2
943,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-08-01,2026-08-01 00:00:00,soc_user
944,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-08-02,2026-08-02 00:00:00,admin
945,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-08-03,2026-08-03 00:00:00,analyst1
946,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-08-04,2026-08-04 00:00:00,analyst2
947,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-08-05,2026-08-05 00:00:00,soc_user
948,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-08-06,2026-08-06 00:00:00,admin
949,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-08-07,2026-08-07 00:00:00,analyst1
950,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-08-08,2026-08-08 00:00:00,analyst2
951,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-08-09,2026-08-09 00:00:00,soc_user
952,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-08-10,2026-08-10 00:00:00,admin
953,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-08-11,2026-08-11 00:00:00,analyst1
954,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-08-12,2026-08-12 00:00:00,analyst2
955,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-08-13,2026-08-13 00:00:00,soc_user
956,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-08-14,2026-08-14 00:00:00,admin
957,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-08-15,2026-08-15 00:00:00,analyst1
958,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-08-16,2026-08-16 00:00:00,analyst2
959,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-08-17,2026-08-17 00:00:00,soc_user
960,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-08-18,2026-08-18 00:00:00,admin
961,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-08-19,2026-08-19 00:00:00,analyst1
962,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-08-20,2026-08-20 00:00:00,analyst2
963,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-08-21,2026-08-21 00:00:00,soc_user
964,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-08-22,2026-08-22 00:00:00,admin
965,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-08-23,2026-08-23 00:00:00,analyst1
966,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-08-24,2026-08-24 00:00:00,analyst2
967,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-08-25,2026-08-25 00:00:00,soc_user
968,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-08-26,2026-08-26 00:00:00,admin
969,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-08-27,2026-08-27 00:00:00,analyst1
970,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-08-28,2026-08-28 00:00:00,analyst2
971,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-08-29,2026-08-29 00:00:00,soc_user
972,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-08-30,2026-08-30 00:00:00,admin
973,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-08-31,2026-08-31 00:00:00,analyst1
974,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-09-01,2026-09-01 00:00:00,analyst2
975,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-09-02,2026-09-02 00:00:00,soc_user
976,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-09-03,2026-09-03 00:00:00,admin
977,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-09-04,2026-09-04 00:00:00,analyst1
978,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-09-05,2026-09-05 00:00:00,analyst2
979,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-09-06,2026-09-06 00:00:00,soc_user
980,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-09-07,2026-09-07 00:00:00,admin
981,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Medium,in_progress,2026-09-08,2026-09-08 00:00:00,analyst1
982,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,High,resolved,2026-09-09,2026-09-09 00:00:00,analyst2
983,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Critical,closed,2026-09-10,2026-09-10 00:00:00,soc_user
984,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,Low,open,2026-09-11,2026-09-11 00:00:00,admin
985,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Medium,in_progress,2026-09-12,2026-09-12 00:00:00,analyst1
986,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,High,resolved,2026-09-13,2026-09-13 00:00:00,analyst2
987,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Critical,closed,2026-09-14,2026-09-14 00:00:00,soc_user
988,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,Low,open,2026-09-15,2026-09-15 00:00:00,admin
989,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Medium,in_progress,2026-09-16,2026-09-16 00:00:00,analyst1
990,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,High,resolved,2026-09-17,2026-09-17 00:00:00,analyst2
991,Phishing email reported,User reported a suspicious email requesting sensitive information.,Phishing,Critical,closed,2026-09-18,2026-09-18 00:00:00,soc_user
992,Malware detected on workstation,Malicious software identified on an employee workstation.,Malware,Low,open,2026-09-19,2026-09-19 00:00:00,admin
993,Ransomware alert,Ransomware activity detected encrypting critical system files.,Ransomware,Medium,in_progress,2026-09-20,2026-09-20 00:00:00,analyst1
994,Suspicious network traffic,Abnormal network traffic patterns detected by monitoring tools.,Network Anomaly,High,resolved,2026-09-21,2026-09-21 00:00:00,analyst2
995,Data leakage attempt,Potential exposure of confidential data identified.,Data Breach,Critical,closed,2026-09-22,2026-09-22 00:00:00,soc_user
996,Password brute force detected,Repeated password guessing attempts detected on a user account.,Brute Force,Low,open,2026-09-23,2026-09-23 00:00:00,admin
997,Unpatched vulnerability found,Security patch missing on a critical system component.,Vulnerability,Medium,in_progress,2026-09-24,2026-09-24 00:00:00,analyst1
998,Insider threat investigation,Internal activity flagged for further security investigation.,Insider Threat,High,resolved,2026-09-25,2026-09-25 00:00:00,analyst2
999,Email spoofing incident,Email headers indicate sender address spoofing.,Email Security,Critical,closed,2026-09-26,2026-09-26 00:00:00,soc_user
1000,Unauthorized login attempt,Multiple failed login attempts detected from an unknown IP address.,Authentication,Low,open,2026-09-27,2026-09-27 00:00:00,admin
